新疆,克孜勒苏柯尔克孜,1003200010
青海,海南藏族自治州,1002600002
内蒙古,锡林郭勒盟,1002400011
内蒙古,阿拉善盟,1002400001
内蒙古,巴彦淖尔,1002400002
内蒙古,鄂尔多斯,1002400005
内蒙古,呼和浩特,1002400006
内蒙古,呼伦贝尔,1002400007
内蒙古,乌兰察布,1002400010
黑龙江,大兴安岭,1001700002
黑龙江,齐齐哈尔,1001700010
新疆,巴音郭楞,1003200003
新疆,博尔塔拉,1003200004
新疆,克拉玛依,1003200009
湖北,神农架林,1001800008
新疆,乌鲁木齐,1003200013
云南,西双版纳,1003300014
河南,三门峡,1001600011
河南,驻马店,1001600018
北京,门头沟,1000100010
黑龙江,哈尔滨,1001700003
黑龙江,佳木斯,1001700007
黑龙江,牡丹江,1001700008
黑龙江,七台河,1001700009
北京,石景山,1000100013
黑龙江,双鸭山,1001700011
天津,河北区,1000300006
湖南,张家界,1001900012
吉林,吉林市,1002000003
江苏,连云港,1002100003
江西,景德镇,1002200004
辽宁,朝阳市,1002300003
辽宁,葫芦岛,1002300008
重庆,大渡口,1000400005
重庆,九龙坡,1000400014
重庆,沙坪坝,1000400022
安徽,马鞍山,1000800012
甘肃,嘉峪关,1001000004
广西,防城港,1001200004
贵州,六盘水,1001300004
内蒙古,兴安盟,1002400012
宁夏,石嘴山,1002500002
贵州,黔东南,1001300005
四川,攀枝花,1003000016
西藏,日喀则,1003100005
新疆,阿克苏,1003200001
新疆,阿勒泰,1003200002
贵州,黔西南,1001300007
海南,五指山,1001400008
河北,秦皇岛,1001500007
河北,石家庄,1001500008
新疆,石河子,1003200011
新疆,吐鲁番,1003200012
河北,张家口,1001500011
新疆,五家渠,1003200014
河南,平顶山,1001600009
重庆,城口,1000400004
北京,大兴,1000100004
重庆,大足,1000400006
重庆,垫江,1000400007
重庆,丰都,1000400008
重庆,奉节,1000400009
重庆,涪陵,1000400010
重庆,合川,1000400011
重庆,江北,1000400012
重庆,江津,1000400013
北京,东城,1000100005
重庆,梁平,1000400015
重庆,南岸,1000400016
重庆,南川,1000400017
重庆,彭水,1000400018
重庆,綦江,1000400019
重庆,黔江,1000400020
重庆,荣昌,1000400021
北京,房山,1000100006
重庆,石柱,1000400023
重庆,铜梁,1000400024
重庆,潼南,1000400025
重庆,万州,1000400026
重庆,巫山,1000400027
重庆,巫溪,1000400028
重庆,武隆,1000400029
重庆,秀山,1000400030
重庆,永川,1000400031
重庆,酉阳,1000400032
重庆,渝北,1000400033
重庆,渝中,1000400034
重庆,云阳,1000400035
重庆,长寿,1000400036
重庆,开县,1000400037
重庆,忠县,1000400038
安徽,安庆,1000800001
安徽,蚌埠,1000800002
安徽,亳州,1000800003
安徽,池州,1000800004
安徽,滁州,1000800005
安徽,阜阳,1000800006
安徽,合肥,1000800007
安徽,淮北,1000800008
安徽,淮南,1000800009
安徽,黄山,1000800010
安徽,六安,1000800011
北京,丰台,1000100007
安徽,铜陵,1000800013
安徽,芜湖,1000800014
安徽,宿州,1000800015
安徽,宣城,1000800016
福建,福州,1000900001
福建,龙岩,1000900002
福建,南平,1000900003
福建,宁德,1000900004
福建,莆田,1000900005
福建,泉州,1000900006
福建,三明,1000900007
福建,厦门,1000900008
福建,漳州,1000900009
甘肃,白银,1001000001
甘肃,定西,1001000002
甘肃,甘南,1001000003
北京,海淀,1000100008
甘肃,金昌,1001000005
甘肃,酒泉,1001000006
甘肃,兰州,1001000007
甘肃,临夏,1001000008
甘肃,陇南,1001000009
甘肃,平凉,1001000010
甘肃,庆阳,1001000011
甘肃,天水,1001000012
甘肃,武威,1001000013
甘肃,张掖,1001000014
广东,潮州,1001100001
广东,东莞,1001100002
广东,佛山,1001100003
广东,广州,1001100004
广东,河源,1001100005
广东,惠州,1001100006
广东,江门,1001100007
广东,揭阳,1001100008
广东,茂名,1001100009
广东,梅州,1001100010
广东,清远,1001100011
广东,汕头,1001100012
广东,汕尾,1001100013
广东,韶关,1001100014
广东,深圳,1001100015
广东,阳江,1001100016
广东,云浮,1001100017
广东,湛江,1001100018
广东,肇庆,1001100019
广东,中山,1001100020
广东,珠海,1001100021
广西,百色,1001200001
广西,北海,1001200002
广西,崇左,1001200003
北京,怀柔,1000100009
广西,贵港,1001200005
广西,桂林,1001200006
广西,河池,1001200007
广西,贺州,1001200008
广西,来宾,1001200009
广西,柳州,1001200010
广西,南宁,1001200011
广西,钦州,1001200012
广西,梧州,1001200013
广西,玉林,1001200014
贵州,安顺,1001300001
贵州,毕节,1001300002
贵州,贵阳,1001300003
北京,昌平,1000100001
北京,密云,1000100011
贵州,黔南,1001300006
北京,平谷,1000100012
贵州,铜仁,1001300008
贵州,遵义,1001300009
海南,儋州,1001400001
海南,东方,1001400002
海南,海口,1001400003
海南,琼海,1001400004
海南,三亚,1001400005
海南,万宁,1001400006
海南,文昌,1001400007
北京,朝阳,1000100002
河北,保定,1001500001
河北,沧州,1001500002
河北,承德,1001500003
河北,邯郸,1001500004
河北,衡水,1001500005
河北,廊坊,1001500006
北京,顺义,1000100014
北京,通州,1000100015
河北,唐山,1001500009
河北,邢台,1001500010
北京,西城,1000100016
河南,安阳,1001600001
河南,鹤壁,1001600002
河南,济源,1001600003
河南,焦作,1001600004
河南,开封,1001600005
河南,洛阳,1001600006
河南,漯河,1001600007
河南,南阳,1001600008
北京,宣武,1000100017
河南,濮阳,1001600010
北京,延庆,1000100018
河南,商丘,1001600012
河南,新乡,1001600013
河南,信阳,1001600014
河南,许昌,1001600015
河南,郑州,1001600016
河南,周口,1001600017
上海,宝山,1000200001
黑龙江,大庆,1001700001
上海,崇明,1000200002
